cityDep,CountryDep,cityDest,countryDest,IATA,depIATA,priceFrom,date,depDay,depMonth,retDay,retMonth,tripUrl
Amsterdam,Netherlands,Paris,France,PAR,AMS,127,Dec 13 - Dec 18,13,12,18,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dpar%26ddate%3D2025-12-13%26rdate%3D2025-12-18%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Barcelona,Spain,BCN,AMS,128,Dec 5 - Dec 10,5,12,10,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dbcn%26ddate%3D2025-12-05%26rdate%3D2025-12-10%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Valencia,N/A,,AMS,130,Dec 7 - Dec 14,7,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3D%26ddate%3D2025-12-07%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Porto,Portugal,OPO,AMS,140,Dec 6 - Dec 8,6,12,8,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dopo%26ddate%3D2025-12-06%26rdate%3D2025-12-08%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Milan,Italy,MIL,AMS,141,Dec 11 - Dec 17,11,12,17,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dmil%26ddate%3D2025-12-11%26rdate%3D2025-12-17%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Palma de Mallorca,Spain,PMI,AMS,146,Dec 16 - Dec 23,16,12,23,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dpmi%26ddate%3D2025-12-16%26rdate%3D2025-12-23%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Madrid,Spain,MAD,AMS,159,Dec 2 - Dec 3,2,12,3,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dmad%26ddate%3D2025-12-02%26rdate%3D2025-12-03%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Glasgow,United Kingdom,GLA,AMS,162,Dec 14 - Dec 17,14,12,17,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dgla%26ddate%3D2025-12-14%26rdate%3D2025-12-17%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Istanbul,Turkey,IST,AMS,164,Dec 4 - Dec 10,4,12,10,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dist%26ddate%3D2025-12-04%26rdate%3D2025-12-10%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Copenhagen,Denmark,CPH,AMS,165,Dec 9 - Dec 12,9,12,12,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dcph%26ddate%3D2025-12-09%26rdate%3D2025-12-12%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Lyon,France,LYS,AMS,175,Dec 10 - Dec 15,10,12,15,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dlys%26ddate%3D2025-12-10%26rdate%3D2025-12-15%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Alicante,Spain,ALC,AMS,177,Dec 1 - Dec 2,1,12,2,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dalc%26ddate%3D2025-12-01%26rdate%3D2025-12-02%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Prague,Czech Republic,PRG,AMS,182,Dec 7 - Dec 14,7,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dprg%26ddate%3D2025-12-07%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Rome,Italy,ROM,AMS,184,Dec 13 - Dec 15,13,12,15,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Drom%26ddate%3D2025-12-13%26rdate%3D2025-12-15%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Edinburgh,United Kingdom,EDI,AMS,193,Dec 17 - Dec 24,17,12,24,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dedi%26ddate%3D2025-12-17%26rdate%3D2025-12-24%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Nice,France,NCE,AMS,199,Dec 10 - Dec 12,10,12,12,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dnce%26ddate%3D2025-12-10%26rdate%3D2025-12-12%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Toulouse,France,TLS,AMS,202,Dec 10 - Dec 14,10,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dtls%26ddate%3D2025-12-10%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Sofia,Bulgaria,SOF,AMS,207,Dec 4 - Dec 7,4,12,7,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dsof%26ddate%3D2025-12-04%26rdate%3D2025-12-07%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Venice,Italy,VCE,AMS,211,Dec 4 - Dec 8,4,12,8,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dvce%26ddate%3D2025-12-04%26rdate%3D2025-12-08%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Bucharest,Romania,BUH,AMS,223,Dec 4 - Dec 7,4,12,7,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dbuh%26ddate%3D2025-12-04%26rdate%3D2025-12-07%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Vilnius,Lithuania,VNO,AMS,230,Dec 12 - Dec 14,12,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dvno%26ddate%3D2025-12-12%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Warsaw,Poland,WAW,AMS,231,Dec 12 - Dec 14,12,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dwaw%26ddate%3D2025-12-12%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Tallinn,Estonia,TLL,AMS,237,Dec 5 - Dec 14,5,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dtll%26ddate%3D2025-12-05%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Oslo,Norway,OSL,AMS,238,Dec 17 - Dec 24,17,12,24,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dosl%26ddate%3D2025-12-17%26rdate%3D2025-12-24%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Marseille,France,MRS,AMS,239,Dec 17 - Dec 24,17,12,24,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dmrs%26ddate%3D2025-12-17%26rdate%3D2025-12-24%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Helsinki,Finland,HEL,AMS,239,Dec 12 - Dec 14,12,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dhel%26ddate%3D2025-12-12%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Vienna,Austria,VIE,AMS,240,Dec 5 - Dec 8,5,12,8,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dvie%26ddate%3D2025-12-05%26rdate%3D2025-12-08%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Billund,Denmark,BLL,AMS,244,Dec 10 - Dec 13,10,12,13,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dbll%26ddate%3D2025-12-10%26rdate%3D2025-12-13%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Düsseldorf,Germany,DUS,AMS,245,Dec 2 - Dec 9,2,12,9,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Ddus%26ddate%3D2025-12-02%26rdate%3D2025-12-09%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Frankfurt am Main,Germany,FRA,AMS,246,Dec 7 - Dec 10,7,12,10,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dfra%26ddate%3D2025-12-07%26rdate%3D2025-12-10%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Brussels,Belgium,BRU,AMS,246,Dec 17 - Dec 24,17,12,24,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dbru%26ddate%3D2025-12-17%26rdate%3D2025-12-24%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Tbilisi,Georgia,TBS,AMS,247,Dec 10 - Dec 14,10,12,14,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dtbs%26ddate%3D2025-12-10%26rdate%3D2025-12-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Berlin,Germany,BER,AMS,252,Dec 12 - Dec 13,12,12,13,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dber%26ddate%3D2025-12-12%26rdate%3D2025-12-13%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Hamburg,Germany,HAM,AMS,253,Dec 4 - Dec 6,4,12,6,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dham%26ddate%3D2025-12-04%26rdate%3D2025-12-06%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Bordeaux,France,BOD,AMS,253,Dec 16 - Dec 25,16,12,25,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dbod%26ddate%3D2025-12-16%26rdate%3D2025-12-25%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Munich,Germany,MUC,AMS,254,Dec 6 - Dec 7,6,12,7,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dmuc%26ddate%3D2025-12-06%26rdate%3D2025-12-07%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Zurich,Switzerland,ZRH,AMS,258,Dec 17 - Dec 24,17,12,24,12,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dzrh%26ddate%3D2025-12-17%26rdate%3D2025-12-24%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Dublin,Ireland,DUB,AMS,76,Jan 12 - Jan 14,12,01,14,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Ddub%26ddate%3D2026-01-12%26rdate%3D2026-01-14%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Glasgow,United Kingdom,GLA,AMS,108,Jan 23 - Jan 25,23,01,25,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dgla%26ddate%3D2026-01-23%26rdate%3D2026-01-25%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,London,United Kingdom,LON,AMS,110,Jan 17 - Jan 29,17,01,29,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dlon%26ddate%3D2026-01-17%26rdate%3D2026-01-29%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Edinburgh,United Kingdom,EDI,AMS,111,Jan 6 - Jan 20,6,01,20,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dedi%26ddate%3D2026-01-06%26rdate%3D2026-01-20%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Milan,Italy,MIL,AMS,120,Jan 20 - Jan 21,20,01,21,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dmil%26ddate%3D2026-01-20%26rdate%3D2026-01-21%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
Amsterdam,Netherlands,Prague,Czech Republic,PRG,AMS,121,Jan 4 - Jan 22,4,01,22,01,https://tp.media/r?marker=598952&trs=394660&p=8626&u=https%3A%2F%2Fwww.trip.com%2Fflights%2Fshowfarefirst%3Fdcity%3Dams%26acity%3Dprg%26ddate%3D2026-01-04%26rdate%3D2026-01-22%26triptype%3Drt%26class%3Dy%26lowpricesource%3Dsearchform%26quantity%3D1%26searchboxarg%3Dt%26nonstoponly%3Doff%26locale%3Dfr-FR%26curr%3DEUR%26Allianceid%3D5840682%26SID%3D157302370%26trip_sub1%3D%26trip_sub3%3DD6309634&campaign_id=121
